Test Name,Expected Status,Status,Error Message
library/popup.spec.ts › should inherit touch support from browser context,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
library/popup.spec.ts › should use viewport size from window features,passed,unexpected,Test timeout of 15000ms exceeded.
library/popup.spec.ts › should respect routes from browser context when using window.open,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: true Received: false
library/popup.spec.ts › BrowserContext.addInitScript should apply to a cross-process popup,passed,unexpected,"Error: page.evaluate: Execution context was destroyed, most likely because of a navigation"
library/popup.spec.ts › should not throttle rAF in the opener page,passed,unexpected,Test timeout of 15000ms exceeded.
library/proxy.spec.ts › should proxy local network requests › by default › link-local,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-4.0""} 479FB9AEA0B3A855D0EF97CBED8D35C8 call rejected because the connection has been closed."
library/proxy.spec.ts › should authenticate,passed,unexpected,Test timeout of 15000ms exceeded.
library/proxy.spec.ts › should reconnect with credentials after CONNECT 407 closes the socket,passed,unexpected,Test timeout of 15000ms exceeded.
library/proxy.spec.ts › should work with authenticate followed by redirect,passed,unexpected,Test timeout of 15000ms exceeded.
library/proxy.spec.ts › should use proxy with emulated user agent,skipped,skipped,fixme: Non-emulated user agent is used in proxy CONNECT
library/resource-timing.spec.ts › should work for SSL,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-7.0""} 7F596F37949FB6A271BB915B2F5AF90D call rejected because the connection has been closed."
library/resource-timing.spec.ts › should work for redirect,passed,unexpected,"Error: Fetch.continueRequest {""requestId"":""interception-job-2.0""} 76DECF5B808AC0CC0CBE12A9BDBB6DA1 call rejected because the connection has been closed."
library/resource-timing.spec.ts › should work when serving from memory cache,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 1.329 Received: 1.261
library/screencast.spec.ts › screencast.start delivers frames via onFrame callback,passed,unexpected,Error: expect(received).toBe(expected) // Object.is equality Expected: 500 Received: 1000
library/screencast.spec.ts › start should record video with the requested fps,passed,unexpected,Error: No frame data in the output: ffmpeg version n7.0.1-playwright-build-1011 Copyright (c) 2000-2024 the FFmpeg developers built with gcc 9 (Ubuntu 9.4.0-1ubuntu1~20.04.2) configuration: --pkg-config=pkg-config --pkg-config-flags=--static --extra-cflags=-I//root/prefix/include --extra-ldflags='-L//root/prefix/lib -static' --prefix=/root/prefix --bindir=/root/ffmpeg/bin --extra-version=playwright-build-1011 --disable-debug --disable-autodetect --disable-everything --enable-ffmpeg --enable-protocol=pipe --enable-protocol=file --enable-parser=mjpeg --enable-decoder=mjpeg --enable-demuxer=image2pipe --enable-filter=pad --enable-filter=crop --enable-filter=scale --enable-muxer=webm --enable-libvpx --enable-static --enable-encoder=libvpx_vp8 --enable-decoder=libvpx_vp8 --enable-demuxer=matroska --enable-encoder=png --enable-zlib --enable-muxer=image2 --disable-iconv --disable-bzlib libavutil 59. 8.100 / 59. 8.100 libavcodec 61. 3.100 / 61. 3.100 libavformat 61. 1.100 / 61. 1.100 libavdevice 61. 1.100 / 61. 1.100
library/screenshot.spec.ts › page screenshot › should run in parallel in multiple pages,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/library/screenshot.spec.ts-snapshots/grid-cell-0-bidi-chromium.png, writing actual."
library/screenshot.spec.ts › page screenshot › should work with a mobile viewport,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/library/screenshot.spec.ts-snapshots/screenshot-mobile-bidi-chromium.png, writing actual."
library/screenshot.spec.ts › page screenshot › should work with a mobile viewport and clip,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/library/screenshot.spec.ts-snapshots/screenshot-mobile-clip-bidi-chromium.png, writing actual."
library/screenshot.spec.ts › page screenshot › should work with a mobile viewport and fullPage,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/library/screenshot.spec.ts-snapshots/screenshot-mobile-fullpage-bidi-chromium.png, writing actual."
library/screenshot.spec.ts › page screenshot › should work with device scale factor,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/library/screenshot.spec.ts-snapshots/screenshot-device-scale-factor-bidi-chromium.png, writing actual."
library/screenshot.spec.ts › page screenshot › should work with device scale factor and clip,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/library/screenshot.spec.ts-snapshots/screenshot-device-scale-factor-clip-bidi-chromium.png, writing actual."
library/screenshot.spec.ts › page screenshot › should work with device scale factor and scale:css,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/library/screenshot.spec.ts-snapshots/screenshot-device-scale-factor-css-size-bidi-chromium.png, writing actual."
"library/screenshot.spec.ts › page screenshot › should work with device scale factor, clip and scale:css",passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/library/screenshot.spec.ts-snapshots/screenshot-device-scale-factor-clip-css-size-bidi-chromium.png, writing actual."
library/screenshot.spec.ts › element screenshot › element screenshot should work with a mobile viewport,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/library/screenshot.spec.ts-snapshots/screenshot-element-mobile-bidi-chromium.png, writing actual."
library/screenshot.spec.ts › element screenshot › element screenshot should work with device scale factor,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/library/screenshot.spec.ts-snapshots/screenshot-element-mobile-dsf-bidi-chromium.png, writing actual."
library/screenshot.spec.ts › element screenshot › should capture full element when larger than viewport with device scale factor,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/library/screenshot.spec.ts-snapshots/element-larger-than-viewport-dsf-bidi-chromium.png, writing actual."
library/screenshot.spec.ts › element screenshot › should capture full element when larger than viewport with device scale factor and scale:css,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/library/screenshot.spec.ts-snapshots/element-larger-than-viewport-dsf-css-size-bidi-chromium.png, writing actual."
library/screenshot.spec.ts › element screenshot › page screenshot should capture css transform with device pixels,passed,unexpected,"Error: A snapshot doesn't exist at /home/runner/work/playwright/playwright/tests/library/screenshot.spec.ts-snapshots/element-screenshot-page-screenshot-should-capture-css-transform-with-device-pixels-1-bidi-chromium.png, writing actual."
library/selector-generator.spec.ts › selector generator › should prefer button over inner span,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should prefer role=button over inner span,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should not prefer zero-sized button over inner span,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate text and normalize whitespace,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should not escape spaces inside named attr selectors,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate text for <input type=button>,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should trim text,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should try to improve role name,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should use description when name is not unique,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should not use description when name is unique,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should use description from aria-describedby,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should fall back to nth when name and description are both not unique,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should use consistent exactness for name and description,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should use description when role has no name,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should try to improve text,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should try to improve text by shortening,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should try to improve label text by shortening,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should not improve guid text,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should not escape text with >>,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should escape text with quote,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should escape text with slash,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should not use text for select,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should use ordinal for identical nodes,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should prefer data-testid,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should use data-testid in strict errors,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should handle first non-unique data-testid,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should handle second non-unique data-testid,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should use readable id,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should not use generated id,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should use internal:has-text,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should use internal:has-text with regexp,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should use internal:has-text with regexp with a quote,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should chain text after parent,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should use parent text,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should separate selectors by >>,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should trim long text,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should use nested ordinals,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should prefer class to ordinal,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should properly join child selectors under nested ordinals,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should not use input[value],passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should prioritize attributes correctly › role,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should prioritize attributes correctly › placeholder,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should prioritize attributes correctly › name,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should prioritize attributes correctly › type,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should find text in shadow dom,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should match in shadow dom,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should match in deep shadow dom,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should work in dynamic iframes without navigation,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should use the name attributes for elements that can have it,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should work with tricky attributes,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should work without CSS.escape,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should not over-escape for CSS syntax,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should ignore empty aria-label for candidate consideration,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should accept valid aria-label for candidate consideration,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate title selector,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should ignore empty role for candidate consideration,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should not accept invalid role for candidate consideration,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should ignore empty data-test-id for candidate consideration,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should accept valid data-test-id for candidate consideration,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate label selector,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should prefer role other input[type],passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate exact text when necessary,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate exact title when necessary,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate exact placeholder when necessary,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate exact role when necessary,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate exact label when necessary,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate relative selector,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate noText: no text engine,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate noText: no name from content,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate noText: name from aria-label,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate noText: name from external aria-labelledby,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate noText: ignore aria-labelledby pointing inside the element,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate noText: contenteditable heading,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate noText: description from external aria-describedby,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should generate noText: ignore aria-describedby pointing inside the element,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should prefer role with hasText to css with hasText,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/selector-generator.spec.ts › selector generator › should not use icon fonts aria name,passed,unexpected,TypeError: browserContext._showRecorder: Cannot read properties of undefined (reading '_client')
library/tap.spec.ts › should send all of the correct events @smoke,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 16 + Received + 1 - Array [ - ""pointerover"", - ""pointerenter"", - ""pointerdown"", - ""touchstart"", - ""pointerup"", - ""pointerout"", - ""pointerleave"", - ""touchend"", - ""mouseover"", - ""mouseenter"", - ""mousemove"", - ""mousedown"", - ""mouseup"", - ""click"", - ] + Array []"
library/tap.spec.ts › trial run should not tap,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 6 + Received + 1 - Array [ - ""pointerover"", - ""pointerenter"", - ""pointerout"", - ""pointerleave"", - ] + Array []"
library/tap.spec.ts › should not send mouse events touchstart is canceled,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 10 + Received + 1 - Array [ - ""pointerover"", - ""pointerenter"", - ""pointerdown"", - ""touchstart"", - ""pointerup"", - ""pointerout"", - ""pointerleave"", - ""touchend"", - ] + Array []"
library/tap.spec.ts › should not send mouse events when touchend is canceled,passed,unexpected,"Error: expect(received).toEqual(expected) // deep equality - Expected - 10 + Received + 1 - Array [ - ""pointerover"", - ""pointerenter"", - ""pointerdown"", - ""touchstart"", - ""pointerup"", - ""pointerout"", - ""pointerleave"", - ""touchend"", - ] + Array []"
library/tap.spec.ts › should not wait for a navigation caused by a tap,passed,unexpected,Test timeout of 15000ms exceeded.
library/tap.spec.ts › should work with modifiers,passed,unexpected,Test timeout of 15000ms exceeded.
library/tap.spec.ts › should send well formed touch points,passed,unexpected,Test timeout of 15000ms exceeded.
library/tap.spec.ts › should wait until an element is visible to tap it,passed,unexpected,"Error: expect(received).toBe(expected) // Object.is equality Expected: ""clicked"" Received: ""not clicked"""
library/trace-viewer.spec.ts › should filter actions by text,passed,unexpected,Error: expect(received).toBeLessThan(expected) Expected: < 18 Received: 18 Call Log: - Timeout 10000ms exceeded while waiting on the predicate
library/trace-viewer.spec.ts › should attribute network requests to service workers,passed,unexpected,Test timeout of 45000ms exceeded.
library/trace-viewer.spec.ts › should filter network requests by url,passed,unexpected,"Error: expect(locator).toHaveCount(expected) failed Locator: getByRole('listbox', { name: 'Network requests' }).getByRole('option') Expected: 1 Received: 10 Timeout: 10000ms Call log:  - Expect ""toHaveCount"" getByRole('listbox', { name: 'Network requests' }).getByRole('option') with timeout 10000ms  - waiting for getByRole('listbox', { name: 'Network requests' }).getByRole('option')  23 × locator resolved to 10 elements  - unexpected value ""10"""
library/trace-viewer.spec.ts › should filter network requests by websocket type,passed,unexpected,"Error: expect(locator).toHaveCount(expected) failed Locator: getByRole('listbox', { name: 'Network requests' }).getByRole('option') Expected: 1 Received: 0 Timeout: 10000ms Call log:  - Expect ""toHaveCount"" getByRole('listbox', { name: 'Network requests' }).getByRole('option') with timeout 10000ms  - waiting for getByRole('listbox', { name: 'Network requests' }).getByRole('option')  23 × locator resolved to 0 elements  - unexpected value ""0"""
library/trace-viewer.spec.ts › should show websocket messages,passed,unexpected,"Error: expect(locator).toBeVisible() failed Locator: getByRole('listbox', { name: 'Network requests' }).getByRole('option').filter({ hasText: 'ws' }).filter({ hasText: 'websocket' }) Expected: visible Timeout: 10000ms Error: element(s) not found Call log:  - Expect ""toBeVisible"" getByRole('listbox', { name: 'Network requests' }).getByRole('option').filter({ hasText: 'ws' }).filter({ hasText: 'websocket' }) with timeout 10000ms  - waiting for getByRole('listbox', { name: 'Network requests' }).getByRole('option').filter({ hasText: 'ws' }).filter({ hasText: 'websocket' })"
library/trace-viewer.spec.ts › should handle multiple headers,passed,unexpected,"Error: expect(locator).toHaveCSS(expected) failed Locator: locator('iframe.snapshot-visible[name=snapshot]').contentFrame().locator('body') Expected: ""42px"" Received: ""0px"" Timeout: 10000ms Call log:  - Expect ""toHaveCSS"" locator('iframe.snapshot-visible[name=snapshot]').contentFrame().locator('body') with timeout 10000ms  - waiting for locator('iframe.snapshot-visible[name=snapshot]').contentFrame().locator('body')  23 × locator resolved to <body>…</body>  - unexpected value ""0px"""
library/trace-viewer.spec.ts › should highlight target elements,passed,unexpected,TypeError: Cannot read properties of null (reading 'x')
library/trace-viewer.spec.ts › should pick locator,passed,unexpected,Test timeout of 45000ms exceeded.
library/trace-viewer.spec.ts › should generate aria snapshot with unaltered urls,passed,unexpected,Test timeout of 45000ms exceeded.
library/trace-viewer.spec.ts › should update highlight when typing locator,passed,unexpected,TypeError: Cannot read properties of null (reading 'x')
library/trace-viewer.spec.ts › should update highlight when typing snapshot,passed,unexpected,TypeError: Cannot read properties of null (reading 'x')
library/trace-viewer.spec.ts › should pick locator in iframe,passed,unexpected,TypeError: Cannot read properties of null (reading 'setContent')
library/trace-viewer.spec.ts › should highlight locator in iframe while typing,passed,unexpected,TypeError: Cannot read properties of null (reading 'setContent')
library/trace-viewer.spec.ts › should not leak recorders,passed,unexpected,Error: page.requestGC: Method not implemented.
library/trace-viewer.spec.ts › canvas clipping,passed,unexpected,Test timeout of 45000ms exceeded.
library/trace-viewer.spec.ts › should reflect system color scheme changes in document theme,passed,unexpected,"Error: expect(locator).toHaveClass(expected) failed Locator: locator('html') Expected: ""dark-mode"" Received: ""light-mode"" Timeout: 10000ms Call log:  - Expect ""toHaveClass"" locator('html') with timeout 10000ms  - waiting for locator('html')  23 × locator resolved to <html lang=""en"" translate=""no"" class=""light-mode"">…</html>  - unexpected value ""light-mode"""
library/trace-viewer.spec.ts › should display aria mode,passed,unexpected,Error: expect(received).toBeLessThan(expected) Expected: < 2 Received: 2.0124999999999886
library/trace-viewer.spec.ts › should not navigate on anchor clicks,passed,unexpected,Test timeout of 45000ms exceeded.
library/tracing.spec.ts › should produce screencast frames fit,skipped,skipped,fixme: Chromium (but not headless-shell) screencast has a min width issue
library/tracing.spec.ts › should produce screencast frames crop,skipped,skipped,fixme: Chromium (but not headless-shell) screencast has a min width issue
library/tracing.spec.ts › should produce screencast frames scale,skipped,skipped,fixme: Chromium (but not headless-shell) screencast has a min width issue
library/tracing.spec.ts › should save trace while a WebSocket keeps streaming frames,passed,unexpected,TypeError: Cannot read properties of undefined (reading '1')
library/video.spec.ts › screencast › should capture navigation,passed,unexpected,"Error: Expected all pixels to satisfy isAlmostGray, found bad pixel (0, 0, 0, 255) Actual pixels=[0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,255,0,0,0,"
library/video.spec.ts › screencast › should scale frames down to the requested size ,skipped,skipped,fixme: Chromium (but not headless shell) has a min width issue
library/video.spec.ts › screencast › should use viewport scaled down to fit into 800x800 as default size,passed,unexpected,Error: No frame data in the output: ffmpeg version n7.0.1-playwright-build-1011 Copyright (c) 2000-2024 the FFmpeg developers built with gcc 9 (Ubuntu 9.4.0-1ubuntu1~20.04.2) configuration: --pkg-config=pkg-config --pkg-config-flags=--static --extra-cflags=-I//root/prefix/include --extra-ldflags='-L//root/prefix/lib -static' --prefix=/root/prefix --bindir=/root/ffmpeg/bin --extra-version=playwright-build-1011 --disable-debug --disable-autodetect --disable-everything --enable-ffmpeg --enable-protocol=pipe --enable-protocol=file --enable-parser=mjpeg --enable-decoder=mjpeg --enable-demuxer=image2pipe --enable-filter=pad --enable-filter=crop --enable-filter=scale --enable-muxer=webm --enable-libvpx --enable-static --enable-encoder=libvpx_vp8 --enable-decoder=libvpx_vp8 --enable-demuxer=matroska --enable-encoder=png --enable-zlib --enable-muxer=image2 --disable-iconv --disable-bzlib libavutil 59. 8.100 / 59. 8.100 libavcodec 61. 3.100 / 61. 3.100 libavformat 61. 1.100 / 61. 1.100 libavdevice 61. 1.100 / 61. 1.100
library/video.spec.ts › screencast › should be 800x450 by default,passed,unexpected,Error: No frame data in the output: ffmpeg version n7.0.1-playwright-build-1011 Copyright (c) 2000-2024 the FFmpeg developers built with gcc 9 (Ubuntu 9.4.0-1ubuntu1~20.04.2) configuration: --pkg-config=pkg-config --pkg-config-flags=--static --extra-cflags=-I//root/prefix/include --extra-ldflags='-L//root/prefix/lib -static' --prefix=/root/prefix --bindir=/root/ffmpeg/bin --extra-version=playwright-build-1011 --disable-debug --disable-autodetect --disable-everything --enable-ffmpeg --enable-protocol=pipe --enable-protocol=file --enable-parser=mjpeg --enable-decoder=mjpeg --enable-demuxer=image2pipe --enable-filter=pad --enable-filter=crop --enable-filter=scale --enable-muxer=webm --enable-libvpx --enable-static --enable-encoder=libvpx_vp8 --enable-decoder=libvpx_vp8 --enable-demuxer=matroska --enable-encoder=png --enable-zlib --enable-muxer=image2 --disable-iconv --disable-bzlib libavutil 59. 8.100 / 59. 8.100 libavcodec 61. 3.100 / 61. 3.100 libavformat 61. 1.100 / 61. 1.100 libavdevice 61. 1.100 / 61. 1.100
